timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-11-01 00:00:00,2518.61,2518.8,2517.21,2518.59,550.7643,1730419259999,1386936.665776,2739,120.6448,303756.999054,0
2024-11-01 00:01:00,2518.59,2520.0,2518.59,2519.99,144.923,1730419319999,365094.388174,1762,64.8562,163384.238919,0
2024-11-01 00:02:00,2519.99,2520.8,2519.0,2520.8,142.6494,1730419379999,359443.109916,1776,90.1104,227065.265559,0
2024-11-01 00:03:00,2520.8,2522.39,2520.8,2522.17,134.2297,1730419439999,338506.494069,1771,87.5092,220673.065088,0
2024-11-01 00:04:00,2522.16,2523.31,2521.66,2522.94,85.2618,1730419499999,215059.031164,1568,60.3244,152160.32106,0
2024-11-01 00:05:00,2522.94,2526.58,2522.93,2526.4,259.0979,1730419559999,654180.092835,2376,238.2429,601505.275097,0
2024-11-01 00:06:00,2526.4,2526.4,2524.95,2525.47,217.7799,1730419619999,550071.069669,1187,71.3903,180271.36214,0
2024-11-01 00:07:00,2525.48,2526.59,2525.48,2525.85,155.4619,1730419679999,392687.661419,1498,114.7173,289765.966135,0
2024-11-01 00:08:00,2525.85,2525.86,2524.61,2525.01,203.2169,1730419739999,513165.530849,1739,134.4341,339460.909468,0
2024-11-01 00:09:00,2525.01,2525.01,2523.67,2524.9,74.9723,1730419799999,189255.6122,1081,35.9065,90637.246086,0
2024-11-01 00:10:00,2524.89,2524.9,2523.68,2524.4,43.7962,1730419859999,110552.671911,1038,27.3694,69082.347901,0
2024-11-01 00:11:00,2524.39,2525.77,2524.39,2525.77,47.5021,1730419919999,119941.560136,1030,33.6442,84954.274312,0
2024-11-01 00:12:00,2525.77,2525.77,2522.85,2523.33,170.7437,1730419979999,430979.752672,1692,26.2481,66234.019063,0
2024-11-01 00:13:00,2523.33,2527.32,2523.33,2526.41,122.9711,1730420039999,310657.499359,2707,82.2531,207763.956241,0
2024-11-01 00:14:00,2526.41,2527.19,2526.41,2527.19,48.2234,1730420099999,121843.737033,372,40.7547,102971.374102,0
2024-11-01 00:15:00,2527.19,2527.32,2526.1,2526.59,208.3573,1730420159999,526442.532877,1751,141.7024,358021.985376,0
2024-11-01 00:16:00,2526.6,2527.5,2526.6,2526.61,48.6702,1730420219999,122998.264061,890,28.4889,71992.725471,0
2024-11-01 00:17:00,2526.61,2527.01,2526.52,2527.01,91.4071,1730420279999,230955.218316,445,87.6213,221390.112329,0
2024-11-01 00:18:00,2527.01,2527.9,2527.0,2527.79,163.014,1730420339999,411980.609902,1915,92.4618,233666.167963,0
2024-11-01 00:19:00,2527.79,2527.87,2527.09,2527.86,88.3458,1730420399999,223291.332215,838,47.1213,119090.931383,0
2024-11-01 00:20:00,2527.86,2528.86,2527.1,2527.6,185.0238,1730420459999,467707.547538,2089,144.256,364631.906144,0
2024-11-01 00:21:00,2527.6,2527.6,2525.25,2525.4,135.5797,1730420519999,342562.200206,1603,53.3104,134669.239364,0
2024-11-01 00:22:00,2525.41,2525.65,2524.3,2524.61,453.8045,1730420579999,1145831.804303,1823,197.0827,497579.946257,0
2024-11-01 00:23:00,2524.61,2525.39,2524.61,2525.38,53.1014,1730420639999,134066.181607,800,36.9048,93174.952225,0
2024-11-01 00:24:00,2525.38,2525.93,2525.2,2525.93,93.5814,1730420699999,236331.300732,997,78.7181,198796.095012,0
2024-11-01 00:25:00,2525.92,2527.0,2525.92,2526.8,67.8328,1730420759999,171389.702106,1007,42.752,108015.631768,0
2024-11-01 00:26:00,2526.8,2528.33,2526.63,2528.32,123.8561,1730420819999,313025.292843,1514,98.7764,249641.993612,0
2024-11-01 00:27:00,2528.32,2531.21,2528.32,2530.76,301.9989,1730420879999,764048.751608,1642,250.0612,632609.903796,0
2024-11-01 00:28:00,2530.75,2531.1,2529.14,2529.75,201.8382,1730420939999,510707.302613,1518,85.6737,216771.383326,0
2024-11-01 00:29:00,2529.76,2530.02,2529.61,2529.64,59.5021,1730420999999,150535.613599,427,36.1894,91554.865753,0
2024-11-01 00:30:00,2529.64,2529.64,2529.0,2529.01,120.4821,1730421059999,304717.808185,517,32.3803,81891.292419,0
2024-11-01 00:31:00,2529.01,2529.47,2526.8,2527.18,218.8821,1730421119999,553305.362492,1957,57.8967,146333.365779,0
2024-11-01 00:32:00,2527.19,2527.6,2526.0,2526.01,126.3097,1730421179999,319166.35414,1375,51.7641,130780.883877,0
2024-11-01 00:33:00,2526.0,2526.0,2524.61,2525.6,84.2086,1730421239999,212649.968896,1550,32.5564,82206.964208,0
2024-11-01 00:34:00,2525.6,2525.6,2522.8,2524.29,212.4786,1730421299999,536185.24502,2684,53.0795,133932.723808,0
2024-11-01 00:35:00,2524.29,2524.58,2522.83,2523.33,121.6226,1730421359999,306935.737611,1107,59.2115,149419.037305,0
2024-11-01 00:36:00,2523.33,2523.65,2522.81,2523.05,87.9472,1730421419999,221903.23195,841,45.0785,113737.079001,0
2024-11-01 00:37:00,2523.05,2524.09,2522.49,2522.49,93.2008,1730421479999,235167.011652,1497,22.1127,55792.588232,0
2024-11-01 00:38:00,2522.5,2523.3,2522.49,2523.29,85.8866,1730421539999,216682.122071,1057,74.7619,188615.393246,0
2024-11-01 00:39:00,2523.29,2524.46,2523.0,2523.9,162.8395,1730421599999,410928.378347,2388,94.8367,239313.317852,0
2024-11-01 00:40:00,2523.9,2526.39,2523.9,2525.7,225.9946,1730421659999,570650.623568,1970,151.4098,382278.105157,0
2024-11-01 00:41:00,2525.7,2526.4,2525.03,2525.03,223.9938,1730421719999,565785.710833,1834,95.3762,240905.053604,0
2024-11-01 00:42:00,2525.04,2529.59,2525.0,2528.44,257.101,1730421779999,649879.358404,3366,143.3114,362080.863225,0
2024-11-01 00:43:00,2528.44,2528.61,2527.5,2527.51,75.827,1730421839999,191710.972515,1036,52.3287,132302.646182,0
2024-11-01 00:44:00,2527.51,2527.51,2526.35,2527.0,177.4019,1730421899999,448308.865359,1475,64.8184,163787.252394,0
2024-11-01 00:45:00,2527.0,2527.01,2525.0,2525.34,105.1123,1730421959999,265498.512786,2759,60.2535,152177.730106,0
2024-11-01 00:46:00,2525.34,2528.2,2524.53,2528.2,120.3493,1730422019999,303963.355938,2351,50.2455,126925.469818,0
2024-11-01 00:47:00,2528.2,2531.37,2528.2,2529.91,357.6187,1730422079999,904902.283868,3195,252.8211,639668.626793,0
2024-11-01 00:48:00,2529.91,2531.5,2529.82,2530.47,175.7744,1730422139999,444831.297631,1651,111.7385,282756.362655,0
2024-11-01 00:49:00,2530.46,2533.25,2529.6,2531.6,1210.2039,1730422199999,3064508.997452,2883,1087.4031,2753510.003604,0
2024-11-01 00:50:00,2531.61,2532.47,2529.6,2530.01,178.8352,1730422259999,452623.912862,1402,114.5824,289973.770648,0
2024-11-01 00:51:00,2530.02,2530.7,2529.67,2529.9,101.4239,1730422319999,256605.538408,708,56.7768,143639.014653,0
2024-11-01 00:52:00,2529.9,2529.91,2528.41,2529.68,52.4506,1730422379999,132655.093251,1000,33.9798,85936.100643,0
2024-11-01 00:53:00,2529.68,2529.68,2528.49,2528.69,109.7491,1730422439999,277534.618146,522,15.0827,38140.200126,0
2024-11-01 00:54:00,2528.68,2528.79,2528.44,2528.47,98.1375,1730422499999,248141.549131,618,31.9571,80804.995757,0
2024-11-01 00:55:00,2528.46,2528.78,2527.8,2528.25,48.3949,1730422559999,122354.12699,1237,23.4871,59378.75688,0
2024-11-01 00:56:00,2528.25,2528.71,2528.25,2528.71,37.5344,1730422619999,94906.995842,348,24.3103,61467.717837,0
2024-11-01 00:57:00,2528.71,2528.71,2528.03,2528.03,106.0373,1730422679999,268090.208098,1013,85.664,216576.694678,0
2024-11-01 00:58:00,2528.04,2528.04,2524.99,2524.99,143.3848,1730422739999,362198.500723,1200,22.6581,57258.697922,0
2024-11-01 00:59:00,2525.0,2525.78,2524.6,2524.61,52.0901,1730422799999,131543.104245,1190,36.1177,91206.965949,0
2024-11-01 01:00:00,2524.6,2526.0,2524.01,2525.65,82.7817,1730422859999,209035.170265,1795,41.8035,105555.22971,0
2024-11-01 01:01:00,2525.65,2526.0,2524.6,2524.77,107.1743,1730422919999,270671.565943,1709,22.1647,55975.996101,0
2024-11-01 01:02:00,2524.77,2525.76,2523.2,2523.93,155.5411,1730422979999,392620.793753,2001,71.2805,179905.497887,0
2024-11-01 01:03:00,2524.0,2525.3,2524.0,2525.29,147.9773,1730423039999,373627.411003,2099,94.1127,237623.789989,0
2024-11-01 01:04:00,2525.3,2528.0,2525.3,2526.63,147.1735,1730423099999,371898.520169,2336,92.0448,232550.886606,0
2024-11-01 01:05:00,2526.62,2527.75,2525.4,2526.62,170.6396,1730423159999,431102.891638,2289,125.66,317427.211076,0
2024-11-01 01:06:00,2526.63,2529.42,2526.63,2529.42,106.0133,1730423219999,268028.745451,2267,64.2196,162356.232264,0
2024-11-01 01:07:00,2529.44,2529.7,2528.24,2529.14,164.4567,1730423279999,415921.273471,2125,77.8892,196973.045434,0
